u,v,key,osmid,oneway,name,highway,length,geometry,ref,lanes,bridge,tunnel,maxspeed,access
436561905,436562241,0,"[565584463, 565584464, 425406773, 425406774, 648612951]",False,"['구지교', '새마을로', '한티터널']",primary,9747.849999999997,"LINESTRING (129.1575566 36.0906908, 129.1570909 36.0912738, 129.1568958 36.091438, 129.1566925 36.0915859, 129.1563835 36.0917797, 129.1528181 36.0939446, 129.1526392 36.0940563, 129.1524278 36.0941976, 129.1522164 36.0943651, 129.1517205 36.0948217, 129.1515904 36.09494, 129.1514196 36.0950813, 129.1511554 36.0952685, 129.1504642 36.0957941, 129.1503138 36.0959124, 129.1501065 36.0960963, 129.1499479 36.096231, 129.1496837 36.0964675, 129.1494479 36.0967402, 129.1492202 36.0970391, 129.1490616 36.0972658, 129.148895 36.0975713, 129.148838 36.0978078, 129.1487893 36.0980837, 129.1487567 36.0982776, 129.1486935 36.0984662, 129.1486022 36.0986586, 129.1484193 36.0989772, 129.148151 36.0993714, 129.1480712 36.0995234, 129.1478715 36.0998101, 129.14772 36.10005, 129.14747 36.10042, 129.14735 36.1006, 129.14707 36.10102, 129.1467 36.10157, 129.1465 36.10187, 129.14624 36.10227, 129.14577 36.10297, 129.14545 36.10329, 129.14517 36.10343, 129.14262 36.10457, 129.14166 36.10511, 129.14089 36.10565, 129.13974 36.10652, 129.1390736 36.1070202, 129.13875 36.10719, 129.1383762 36.1073582, 129.1374524 36.107729, 129.13628 36.10818, 129.13574 36.10845, 129.13451 36.10927, 129.13369 36.10979, 129.13347 36.10997, 129.13287 36.11053, 129.13078 36.11176, 129.13027 36.11213, 129.13018 36.11224, 129.1299 36.11258, 129.12941 36.11322, 129.12928 36.11342, 129.12915 36.11383, 129.12885 36.11459, 129.1287 36.11482, 129.12787 36.11572, 129.12735 36.11614, 129.12697 36.11657, 129.12622 36.11758, 129.12582 36.11811, 129.1255 36.11858, 129.1248756 36.1192073, 129.1246368 36.1193913, 129.1242951 36.1201193, 129.12417 36.12085, 129.1241529 36.1211287, 129.12418 36.12176, 129.1242693 36.122124, 129.1244826 36.1226627, 129.124577 36.1229678, 129.1246799 36.1231856, 129.1247929 36.123362, 129.1250966 36.1236413, 129.1253324 36.123863, 129.1255399 36.1240662, 129.1256955 36.1242569, 129.1257488 36.1244396, 129.125749 36.1245837, 129.1257357 36.124766, 129.125741 36.1248744, 129.125721 36.1251243, 129.1255157 36.1262826, 129.12545 36.12644, 129.1254 36.12651, 129.12516 36.12663, 129.1249856 36.1266657, 129.1247215 36.126683, 129.1244724 36.126627, 129.1243192 36.1265467, 129.1241237 36.1264234, 129.1240218 36.1263281, 129.12388 36.12602, 129.12391 36.12474, 129.12387 36.12458, 129.12371 36.12438, 129.12358 36.1243, 129.12347 36.12425, 129.12329 36.12422, 129.123 36.12423, 129.12273 36.12434, 129.12259 36.12442, 129.12235 36.12462, 129.1221 36.12484, 129.12191 36.12501, 129.12169 36.12519, 129.12133 36.12559, 129.12111 36.1258, 129.12089 36.12595, 129.12085 36.12597, 129.12072 36.12601, 129.12039 36.1261, 129.12005 36.12614, 129.1194563 36.1261137, 129.1189845 36.1261415, 129.1180745 36.1261424, 129.1174555 36.1261828, 129.1169399 36.1262618, 129.1165028 36.1263712, 129.116 36.12659, 129.11489 36.12712, 129.11415 36.12745, 129.11302 36.12793, 129.11253 36.12815, 129.1116 36.12851, 129.1110787 36.1287473, 129.1107295 36.1288907, 129.1104002 36.129012, 129.1100166 36.129138, 129.1095015 36.1292307, 129.1088022 36.1293707, 129.1079115 36.129542, 129.10703 36.129686, 129.10526 36.13007, 129.10351 36.13054, 129.10253 36.1308, 129.10222 36.13089, 129.10174 36.13104, 129.10129 36.13112, 129.10073 36.13121, 129.10045 36.13125, 129.09996 36.13128, 129.09954 36.13134, 129.09911 36.13144, 129.09879 36.13155, 129.09846 36.13166, 129.09779 36.13188, 129.09713 36.13205, 129.09654 36.1321, 129.09613 36.13201, 129.09519 36.13173, 129.09479 36.13154, 129.09462 36.13143, 129.09347 36.1306, 129.09292 36.13021, 129.09258 36.13013, 129.0924 36.13011, 129.09214 36.13011, 129.0918722 36.1302147, 129.091326 36.1304233, 129.0909311 36.1304827, 129.09051 36.1305, 129.09013 36.1304, 129.08904 36.13, 129.08878 36.1299, 129.0881343 36.1299073, 129.08765 36.12998, 129.087337 36.1301713, 129.0871189 36.130282, 129.0869719 36.1304173, 129.0867466 36.1305773, 129.0863207 36.1314174, 129.0861671 36.131678, 129.0860285 36.1319307, 129.0859387 36.1321733, 129.0858638 36.132414, 129.0856253 36.1331533, 129.08525 36.13396, 129.0852322 36.1341147)",31,,yes,yes,,
436561905,4717704296,0,648612951,False,새마을로,primary,106.404,"LINESTRING (129.1575566 36.0906908, 129.1577982 36.090339, 129.1580457 36.0900696, 129.1582361 36.0899137)",31,,,,,
436562241,436562361,0,425406773,False,새마을로,primary,4362.931999999999,"LINESTRING (129.0852322 36.1341147, 129.08508 36.13448, 129.0851 36.13481, 129.08517 36.13518, 129.0860802 36.1361131, 129.086576 36.1365831, 129.0870052 36.1372852, 129.087315 36.137985, 129.0878848 36.1386159, 129.0880505 36.1388728, 129.0881352 36.1391964, 129.0881162 36.1394603, 129.0879931 36.1399249, 129.0879221 36.1408685, 129.0878166 36.1418849, 129.0876528 36.1424215, 129.0875136 36.1427673, 129.0871374 36.1432382, 129.086231 36.1442609, 129.0853 36.14523, 129.08477 36.14578, 129.0846 36.14591, 129.08423 36.14612, 129.08364 36.14639, 129.08291 36.14674, 129.08262 36.14686, 129.08184 36.14711, 129.08076 36.14738, 129.08041 36.14745, 129.07956 36.14744, 129.07849 36.14754, 129.07815 36.14763, 129.07797 36.14769, 129.0773 36.14794, 129.0766929 36.1481691, 129.0765003 36.1483142, 129.0763448 36.1484603, 129.0761784 36.1486648, 129.0761203 36.14881, 129.0760612 36.1490361, 129.0761295 36.1495652, 129.0761648 36.15023, 129.0763393 36.1506694, 129.0765403 36.1509055, 129.0774078 36.1515533, 129.0782809 36.1521427, 129.0787591 36.1524679, 129.0791922 36.152653, 129.079596 36.1528291, 129.0801264 36.1529897, 129.08063 36.15309, 129.081087 36.1532599, 129.081452 36.1534844, 129.0818587 36.1538677, 129.0820709 36.154238, 129.0822936 36.154772, 129.0825648 36.1553043, 129.0829278 36.1559407, 129.0831872 36.156206, 129.0834297 36.1563794, 129.0836504 36.1565107, 129.0840708 36.1566287, 129.0846436 36.156781, 129.0854729 36.1569767, 129.0865553 36.1572067, 129.0870618 36.1573904, 129.0876958 36.1575934, 129.0880468 36.1576527, 129.08842 36.15765, 129.0889123 36.1577033, 129.0893574 36.1577976, 129.0908593 36.1583417, 129.0915612 36.1586347, 129.0923754 36.1591783)",31,,,,,
436562241,436561905,0,"[565584463, 565584464, 425406773, 425406774, 648612951]",False,"['구지교', '새마을로', '한티터널']",primary,9747.849999999997,"LINESTRING (129.0852322 36.1341147, 129.08525 36.13396, 129.0856253 36.1331533, 129.0858638 36.132414, 129.0859387 36.1321733, 129.0860285 36.1319307, 129.0861671 36.131678, 129.0863207 36.1314174, 129.0867466 36.1305773, 129.0869719 36.1304173, 129.0871189 36.130282, 129.087337 36.1301713, 129.08765 36.12998, 129.0881343 36.1299073, 129.08878 36.1299, 129.08904 36.13, 129.09013 36.1304, 129.09051 36.1305, 129.0909311 36.1304827, 129.091326 36.1304233, 129.0918722 36.1302147, 129.09214 36.13011, 129.0924 36.13011, 129.09258 36.13013, 129.09292 36.13021, 129.09347 36.1306, 129.09462 36.13143, 129.09479 36.13154, 129.09519 36.13173, 129.09613 36.13201, 129.09654 36.1321, 129.09713 36.13205, 129.09779 36.13188, 129.09846 36.13166, 129.09879 36.13155, 129.09911 36.13144, 129.09954 36.13134, 129.09996 36.13128, 129.10045 36.13125, 129.10073 36.13121, 129.10129 36.13112, 129.10174 36.13104, 129.10222 36.13089, 129.10253 36.1308, 129.10351 36.13054, 129.10526 36.13007, 129.10703 36.129686, 129.1079115 36.129542, 129.1088022 36.1293707, 129.1095015 36.1292307, 129.1100166 36.129138, 129.1104002 36.129012, 129.1107295 36.1288907, 129.1110787 36.1287473, 129.1116 36.12851, 129.11253 36.12815, 129.11302 36.12793, 129.11415 36.12745, 129.11489 36.12712, 129.116 36.12659, 129.1165028 36.1263712, 129.1169399 36.1262618, 129.1174555 36.1261828, 129.1180745 36.1261424, 129.1189845 36.1261415, 129.1194563 36.1261137, 129.12005 36.12614, 129.12039 36.1261, 129.12072 36.12601, 129.12085 36.12597, 129.12089 36.12595, 129.12111 36.1258, 129.12133 36.12559, 129.12169 36.12519, 129.12191 36.12501, 129.1221 36.12484, 129.12235 36.12462, 129.12259 36.12442, 129.12273 36.12434, 129.123 36.12423, 129.12329 36.12422, 129.12347 36.12425, 129.12358 36.1243, 129.12371 36.12438, 129.12387 36.12458, 129.12391 36.12474, 129.12388 36.12602, 129.1240218 36.1263281, 129.1241237 36.1264234, 129.1243192 36.1265467, 129.1244724 36.126627, 129.1247215 36.126683, 129.1249856 36.1266657, 129.12516 36.12663, 129.1254 36.12651, 129.12545 36.12644, 129.1255157 36.1262826, 129.125721 36.1251243, 129.125741 36.1248744, 129.1257357 36.124766, 129.125749 36.1245837, 129.1257488 36.1244396, 129.1256955 36.1242569, 129.1255399 36.1240662, 129.1253324 36.123863, 129.1250966 36.1236413, 129.1247929 36.123362, 129.1246799 36.1231856, 129.124577 36.1229678, 129.1244826 36.1226627, 129.1242693 36.122124, 129.12418 36.12176, 129.1241529 36.1211287, 129.12417 36.12085, 129.1242951 36.1201193, 129.1246368 36.1193913, 129.1248756 36.1192073, 129.1255 36.11858, 129.12582 36.11811, 129.12622 36.11758, 129.12697 36.11657, 129.12735 36.11614, 129.12787 36.11572, 129.1287 36.11482, 129.12885 36.11459, 129.12915 36.11383, 129.12928 36.11342, 129.12941 36.11322, 129.1299 36.11258, 129.13018 36.11224, 129.13027 36.11213, 129.13078 36.11176, 129.13287 36.11053, 129.13347 36.10997, 129.13369 36.10979, 129.13451 36.10927, 129.13574 36.10845, 129.13628 36.10818, 129.1374524 36.107729, 129.1383762 36.1073582, 129.13875 36.10719, 129.1390736 36.1070202, 129.13974 36.10652, 129.14089 36.10565, 129.14166 36.10511, 129.14262 36.10457, 129.14517 36.10343, 129.14545 36.10329, 129.14577 36.10297, 129.14624 36.10227, 129.1465 36.10187, 129.1467 36.10157, 129.14707 36.10102, 129.14735 36.1006, 129.14747 36.10042, 129.14772 36.10005, 129.1478715 36.0998101, 129.1480712 36.0995234, 129.148151 36.0993714, 129.1484193 36.0989772, 129.1486022 36.0986586, 129.1486935 36.0984662, 129.1487567 36.0982776, 129.1487893 36.0980837, 129.148838 36.0978078, 129.148895 36.0975713, 129.1490616 36.0972658, 129.1492202 36.0970391, 129.1494479 36.0967402, 129.1496837 36.0964675, 129.1499479 36.096231, 129.1501065 36.0960963, 129.1503138 36.0959124, 129.1504642 36.0957941, 129.1511554 36.0952685, 129.1514196 36.0950813, 129.1515904 36.09494, 129.1517205 36.0948217, 129.1522164 36.0943651, 129.1524278 36.0941976, 129.1526392 36.0940563, 129.1528181 36.0939446, 129.1563835 36.0917797, 129.1566925 36.0915859, 129.1568958 36.091438, 129.1570909 36.0912738, 129.1575566 36.0906908)",31,,yes,yes,,
436562361,436562375,0,425406773,False,새마을로,primary,334.429,"LINESTRING (129.0923754 36.1591783, 129.0927658 36.1595737, 129.0929753 36.1597057, 129.0931672 36.1598236, 129.09332 36.1599, 129.09406 36.16013, 129.09472 36.16035, 129.0955377 36.1606636)",31,,,,,
436562361,436562241,0,425406773,False,새마을로,primary,4362.932000000001,"LINESTRING (129.0923754 36.1591783, 129.0915612 36.1586347, 129.0908593 36.1583417, 129.0893574 36.1577976, 129.0889123 36.1577033, 129.08842 36.15765, 129.0880468 36.1576527, 129.0876958 36.1575934, 129.0870618 36.1573904, 129.0865553 36.1572067, 129.0854729 36.1569767, 129.0846436 36.156781, 129.0840708 36.1566287, 129.0836504 36.1565107, 129.0834297 36.1563794, 129.0831872 36.156206, 129.0829278 36.1559407, 129.0825648 36.1553043, 129.0822936 36.154772, 129.0820709 36.154238, 129.0818587 36.1538677, 129.081452 36.1534844, 129.081087 36.1532599, 129.08063 36.15309, 129.0801264 36.1529897, 129.079596 36.1528291, 129.0791922 36.152653, 129.0787591 36.1524679, 129.0782809 36.1521427, 129.0774078 36.1515533, 129.0765403 36.1509055, 129.0763393 36.1506694, 129.0761648 36.15023, 129.0761295 36.1495652, 129.0760612 36.1490361, 129.0761203 36.14881, 129.0761784 36.1486648, 129.0763448 36.1484603, 129.0765003 36.1483142, 129.0766929 36.1481691, 129.0773 36.14794, 129.07797 36.14769, 129.07815 36.14763, 129.07849 36.14754, 129.07956 36.14744, 129.08041 36.14745, 129.08076 36.14738, 129.08184 36.14711, 129.08262 36.14686, 129.08291 36.14674, 129.08364 36.14639, 129.08423 36.14612, 129.0846 36.14591, 129.08477 36.14578, 129.0853 36.14523, 129.086231 36.1442609, 129.0871374 36.1432382, 129.0875136 36.1427673, 129.0876528 36.1424215, 129.0878166 36.1418849, 129.0879221 36.1408685, 129.0879931 36.1399249, 129.0881162 36.1394603, 129.0881352 36.1391964, 129.0880505 36.1388728, 129.0878848 36.1386159, 129.087315 36.137985, 129.0870052 36.1372852, 129.086576 36.1365831, 129.0860802 36.1361131, 129.08517 36.13518, 129.0851 36.13481, 129.08508 36.13448, 129.0852322 36.1341147)",31,,,,,
436562361,6430870759,0,686120448,False,,residential,226.939,"LINESTRING (129.0923754 36.1591783, 129.0921784 36.1593193, 129.0921462 36.159995, 129.0920657 36.1600643, 129.0923286 36.1607746, 129.0925501 36.1610349)",,,,,,
436562375,437094767,0,37409278,False,죽장로,secondary,292.9479999999999,"LINESTRING (129.0955377 36.1606636, 129.0960092 36.1608991, 129.096919 36.1612183, 129.0970951 36.1613227, 129.0972351 36.1615, 129.0973944 36.16185, 129.0974897 36.1620557, 129.0975602 36.1622248, 129.0977 36.1624234)",69,,,,,
436562375,6430870753,0,425406773,False,새마을로,primary,105.351,"LINESTRING (129.0955377 36.1606636, 129.0950994 36.161503, 129.095074 36.1615332)",31,,,,,
436562375,436562361,0,425406773,False,새마을로,primary,334.429,"LINESTRING (129.0955377 36.1606636, 129.09472 36.16035, 129.09406 36.16013, 129.09332 36.1599, 129.0931672 36.1598236, 129.0929753 36.1597057, 129.0927658 36.1595737, 129.0923754 36.1591783)",31,,,,,
436581026,6280676319,0,468789827,False,불종로,secondary,79.072,"LINESTRING (129.35998 36.0391294, 129.3604977 36.0390836, 129.3608526 36.0390419)",,,,,,
436581026,6204708599,0,468789827,False,불종로,secondary,27.726,"LINESTRING (129.35998 36.0391294, 129.3597976 36.0390882, 129.3596958 36.0390384)",,,,,,
436581026,6280676320,0,670686689,False,,residential,141.555,"LINESTRING (129.35998 36.0391294, 129.3602034 36.0393041, 129.3612433 36.0398845)",,,,,,
436581037,4634327353,0,469015337,False,대안길,residential,120.36399999999999,"LINESTRING (129.35644 36.0387, 129.3563512 36.038775, 129.3562463 36.0389911, 129.3561793 36.0391724, 129.3561277 36.039318, 129.356036 36.0394252, 129.355908 36.0395333, 129.3557817 36.0396067)",,,,,,
436581037,436581040,0,531977934,False,새마을로,primary,82.951,"LINESTRING (129.35644 36.0387, 129.3557225 36.0386743, 129.3555211 36.0387023)",,,,,,
436581037,4634327355,0,531977934,False,새마을로,primary,56.401,"LINESTRING (129.35644 36.0387, 129.3568 36.03857, 129.3570013 36.0384751)",,,,,,
436581040,4634327353,0,469011112,False,,residential,103.259,"LINESTRING (129.3555211 36.0387023, 129.3557817 36.0396067)",,,,,,
436581040,4634327352,0,531977934,False,새마을로,primary,68.04,"LINESTRING (129.3555211 36.0387023, 129.3548413 36.0389711)",,,,,,
436581040,436581037,0,531977934,False,새마을로,primary,82.951,"LINESTRING (129.3555211 36.0387023, 129.3557225 36.0386743, 129.35644 36.0387)",,,,,,
436581043,4631063396,0,468587279,False,,residential,80.481,"LINESTRING (129.35072 36.0408832, 129.3512268 36.0414798)",,,,,,
436581043,4631063398,0,531977934,False,새마을로,primary,97.712,"LINESTRING (129.35072 36.0408832, 129.3498949 36.0414551)",,,,,,
436581043,4634327351,0,531977934,False,새마을로,primary,378.51300000000003,"LINESTRING (129.35072 36.0408832, 129.3511999 36.0406047, 129.3514399 36.0404914, 129.3517939 36.0403032, 129.3525902 36.0399618, 129.35397 36.03938, 129.35435 36.0391703)",,,,,,
436581056,4738282793,0,531977934,False,새마을로,primary,4.366,"LINESTRING (129.3434486 36.0452753, 129.3434875 36.0452518)",,,,,,
436581056,668469843,0,478999780,True,새마을로,primary,947.3119999999999,"LINESTRING (129.3434486 36.0452753, 129.3434039 36.0453448, 129.3433015 36.0453978, 129.3430904 36.0454664, 129.3427076 36.0455365, 129.3422546 36.0455781, 129.3419433 36.0456088, 129.3416831 36.0456877, 129.3413009 36.0458126, 129.3410129 36.0460088, 129.3405773 36.0464043, 129.3402114 36.0468777, 129.3394796 36.0476731, 129.3391788 36.0480216, 129.3390243 36.0481925, 129.3387722 36.0484357, 129.3385283 36.0486132, 129.3382843 36.048771, 129.3379591 36.0489551, 129.3376989 36.0490668, 129.3373899 36.0491523, 129.3368614 36.0493232, 129.3363573 36.0494087, 129.3359752 36.0494087, 129.3356499 36.0494021, 129.3353003 36.0494087, 129.3349916 36.0493821)",,,,,,
436581789,6605164234,0,64147143,False,새마을로,primary,858.8839999999999,"LINESTRING (129.08694 36.1942, 129.08659 36.19435, 129.08641 36.19441, 129.08596 36.19454, 129.08564 36.19461, 129.08506 36.19469, 129.08448 36.19478, 129.08377 36.19491, 129.08297 36.19504, 129.08239 36.19523, 129.08148 36.19557, 129.08023 36.19607, 129.07965 36.19632, 129.07931 36.19654, 129.0787189 36.1969193, 129.07864 36.19697, 129.078268 36.1972075)",31,,,,,
436581789,6012442314,0,64147143,False,새마을로,primary,2040.4829999999995,"LINESTRING (129.08694 36.1942, 129.08723 36.19405, 129.08749 36.19377, 129.0880564 36.1931656, 129.08815 36.19297, 129.08848 36.19221, 129.08871 36.19178, 129.08889 36.19137, 129.08908 36.19102, 129.08925 36.19074, 129.08942 36.19044, 129.08971 36.18999, 129.08998 36.18955, 129.09021 36.1892, 129.09041 36.1889, 129.09062 36.18855, 129.09086 36.18821, 129.09095 36.18811, 129.09122 36.18782, 129.09162 36.1874, 129.09195 36.18707, 129.09231 36.18675, 129.09269 36.1864, 129.0928 36.18628, 129.09292 36.18598, 129.09298 36.18566, 129.09308 36.18515, 129.0932 36.18443, 129.09329 36.1839, 129.09339 36.18354, 129.09357 36.18309, 129.09374 36.18274, 129.09387 36.18242, 129.09405 36.18199, 129.09424 36.1815, 129.09444 36.18098, 129.09466 36.18047, 129.09485 36.18001, 129.09495 36.17976, 129.09502 36.17947, 129.09504 36.17929, 129.095 36.17852, 129.09492 36.17797, 129.0948471 36.1775247)",31,,,,,
436581789,6605092042,0,657493709,False,,residential,904.6750000000001,"LINESTRING (129.08694 36.1942, 129.088185 36.194597, 129.0898756 36.1951246, 129.0913419 36.1957276, 129.0925094 36.1963457, 129.0931446 36.1969864, 129.0938077 36.197318, 129.0940599 36.1975441, 129.0944676 36.1986483, 129.0945495 36.1988701)",,,,,,
436581812,6605137344,0,64147143,False,새마을로,primary,457.979,"LINESTRING (129.07455 36.20044, 129.07434 36.20066, 129.07412 36.20083, 129.07368 36.20109, 129.07315 36.20147, 129.07299 36.20158, 129.07267 36.20197, 129.07177 36.20304, 129.0712877 36.2035637)",31,,,,,
436581812,6605175029,0,64147143,False,새마을로,primary,427.08,"LINESTRING (129.07455 36.20044, 129.07476 36.20016, 129.07513 36.19976, 129.07563 36.19929, 129.07595 36.19898, 129.07666 36.19836, 129.07722 36.19789, 129.07742 36.19774, 129.0776891 36.1975714)",31,,,,,
436581812,6605157621,0,703359043,False,,residential,76.358,"LINESTRING (129.07455 36.20044, 129.0744417 36.2003525, 129.0744151 36.2001811, 129.0743772 36.2000954, 129.0742331 36.199976, 129.0740882 36.1999134)",,,,,,
436725630,6204708605,0,"[209141403, 662789301]",True,"['새천년대로', '동지교']",primary,297.535,"LINESTRING (129.3593051 36.0400623, 129.3595073 36.0390272, 129.3596441 36.0384522, 129.3597062 36.0381612, 129.3597487 36.0379837, 129.3597594 36.0377538, 129.359701 36.037486, 129.359674 36.0374256)",,,yes,,,
436725630,6204708604,0,662789303,True,,primary_link,126.807,"LINESTRING (129.3593051 36.0400623, 129.3592874 36.0398456, 129.359433 36.0389299)",,,,,,
436725643,4740288723,0,600376225,False,,secondary,16.713,"LINESTRING (129.3582315 36.0540356, 129.3583578 36.0541459)",,,,,,
436725643,4736459456,0,394209327,True,소티재로,primary,205.977,"LINESTRING (129.3582315 36.0540356, 129.3587162 36.0536776, 129.3599687 36.0528283)",7,,,,,
436725663,4636672250,0,394209327,True,소티재로,primary,1675.9310000000003,"LINESTRING (129.3491382 36.0705434, 129.3491815 36.0698243, 129.3492751 36.0693347, 129.3495085 36.0686852, 129.3498767 36.0681519, 129.3505967 36.0672419, 129.3508567 36.0668819, 129.3511567 36.0662319, 129.3516223 36.0648709, 129.3517292 36.0645585, 129.3519451 36.0640076, 129.3527328 36.0621894, 129.3532803 36.0609827, 129.353891 36.0596171, 129.354811 36.0577223, 129.3552036 36.0570924, 129.3556093 36.0565198)",7,,,,,
436725669,436725663,0,394209327,True,소티재로,primary,395.963,"LINESTRING (129.3479936 36.0738725, 129.3483771 36.0734789, 129.3487236 36.0729925, 129.3488936 36.0726925, 129.3490036 36.0723825, 129.3491336 36.0716125, 129.3491382 36.0705434)",7,,,,,
436725669,4820637041,0,394209330,True,,trunk_link,338.707,"LINESTRING (129.3479936 36.0738725, 129.3480974 36.0736509, 129.3482741 36.0733254, 129.3483294 36.0730829, 129.3482662 36.0729106, 129.348132 36.0727638, 129.3478635 36.0726808, 129.3476503 36.0726872, 129.3474188 36.0727492, 129.3472239 36.0729361, 129.3471687 36.073134, 129.347145 36.0734212, 129.3473644 36.073897)",,,,,,
